title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Brouillon lettre B de V à Mis de Castries - Arrivée armée en Amérique du sud - Perte de la Bourgogne","Charles-Antoine Du Houx, Baron de Vioménil ","1783-02-19","","Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Boston, Masssachusetts;Philippe Henri, marquis de Ségur; 1724-1801;Portsmouth, New Hampshire;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;The West Indies;Philippe Henri, marquis de Ségur; 1724-1801; Boston, Masssachusetts;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Bernardo de Gálvez; 1746-1786;François Claude Amour, Marquis de Bouillé; 1739-1800;Guillaume Léonard de Bellecombe; 1728-1792;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;François Claude Amour, Marquis de Bouillé; 1739-1800; Boston, Masssachusetts;Puerto Plata, Dominican Republic;d’Espeyron;Guillaume Léonard de Bellecombe; 1728-1792;Saint-Domingue;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;José Solano y Bote; 1726-1806;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Saint-Domingue;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Pierre Joseph François Samson de Champmartin;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802; Boston, Masssachusetts;Providence, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; de Trogoff ;de Mérindol;de la Faige;Highlight","Aboard the vessel &quot;Triomphant&quot;","","","","155","","","French","","","https://fromthepage.com/image-service/32573584/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032027/manifest",/items/32032027.html
"Brouillon lettre B de V au Mis de Bouillé, gouverneur général des Iles sous le vent","Charles-Antoine Du Houx, Baron de Vioménil ","1783-02-13","","Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Providence, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;José Solano y Bote; 1726-1806;Saint-Domingue;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Philippe Henri, marquis de Ségur; 1724-1801;Portsmouth, New Hampshire; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Bernardo de Gálvez; 1746-1786;Guillaume Léonard de Bellecombe; 1728-1792; Boston, Masssachusetts;Puerto Plata, Dominican Republic;d’Espeyron;Guillaume Léonard de Bellecombe; 1728-1792;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Highlight","Aboard the vessel &quot;Triomphant&quot;","","","","156","","","French","","","https://fromthepage.com/image-service/32573590/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032028/manifest",/items/32032028.html
"Brouillon lettre B de V à M de Bellecombe, gouverneur de St Domingue","Charles-Antoine Du Houx, Baron de Vioménil ","1783-02-13","","Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Providence, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;José Solano y Bote; 1726-1806;Saint-Domingue;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Curaçao; Boston, Masssachusetts;Bernardo de Gálvez; 1746-1786;François Claude Amour, Marquis de Bouillé; 1739-1800;Louis XVI; 1754-1793;Providence, Rhode Island;Puerto Plata, Dominican Republic;d’Espeyron;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Puerto Plata, Dominican Republic;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;François Claude Amour, Marquis de Bouillé; 1739-1800;Bernardo de Gálvez; 1746-1786;Louis-Philippe de Rigaud, marquis de Vaudreuil; 1724-1802;Bernardo de Gálvez; 1746-1786;Highlight","Aboard the vessel &quot;Triomphant&quot;","","","","157","","","French","","","https://fromthepage.com/image-service/32573594/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032029/manifest",/items/32032029.html
"Brouillon lettre B de V à la princesse de Gueménée","Charles-Antoine Du Houx, Baron de Vioménil ","1781-07-08","","Phillipsburg, New York;George Washington; 1732-1799; New York ;François Joseph Paul de Grasse; 1722-1788; New York ;Charles Gravier de Vergennes; 1719-1787;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; New York ;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Benjamin Lincoln; 1733-1810;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Robert-Guillaume de Dillon; 1754-1839;Dominique Sheldon; 1760-1802;Highlight","Philipsburg Encampment, New York, USA","41.01962571","-73.81775303","","158","","","French","","","https://fromthepage.com/image-service/32573598/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032030/manifest",/items/32032030.html
"Brouillon lettres B de V au Mis de Castries (identique à n° 134) et à Mme Dillon","Charles-Antoine Du Houx, Baron de Vioménil ","1781-04-13","","Madame Dillon ;Dominique Sheldon; 1760-1802;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Virginia;Chesapeake Bay;Mariot Arbuthnot; 1711-1794;Virginia;Dominique Sheldon; 1760-1802;Charles de Bernard de Marigny; 1740-1816;Dominique Sheldon; 1760-1802;Arthur Richard Dillon; 1721-1806;Highlight","Newport, Rhode Island, USA","41.49043973","-71.31161922","","159","","","French","","","https://fromthepage.com/image-service/32573600/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32032031/manifest",/items/32032031.html
"Journal de ce qui s&#39;est passé depuis l&#39;arrivée du corps françis au camp de Philippsburg","Charles-Antoine Du Houx, Baron de Vioménil ","1781-07-31","","Phillipsburg, New York;Hudson River;Tarrytown, New York;Bernard de Neurisse;Jean-Phillipe de Verton;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Yorktown, Virginia ;Hudson River;François Jean de Beauvoir, marquis de Chastellux; 1734-1788;Kingsbridge, New York;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Hudson River;Long Island Sound;Morisiana, New York;Throgs Neck, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Pierre-François de Béville; New York ;Harlem River;Morisiana, New York;Horseneck, Connecticut;Long Island Sound;Morisiana, New York;George Washington; 1732-1799;Jacques Anne Joseph Le Prestre, marquis de Vauban; 1754-1816;Charles César de Damas d&#39;Antigny; 1758-1829;Louis-Alexandre Berthier; 1753-1815;Ludwig von Closen-Haydenburg; 1752-1830;Louis-François-Bertrand du Point d&#39;Aubevoye de Lauberdière; 1759-1837;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d&#39;Antigny; 1758-1829;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;Christian, marquis de Deux-Ponts; 1752-1817;Donatien-Marie-Joseph de Vimeur de Rochambeau; 1755-1813;Armand-Charles-Augustin de La Croix, comte de Charlus; 1756-1842;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Highlight","","","","","160","","","French","","","https://fromthepage.com/image-service/32547624/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030128/manifest",/items/32030128.html
"Brouillon lettre B de V au duc du Chatelet -","Charles-Antoine Du Houx, Baron de Vioménil ","1781-07-30","","Phillipsburg, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Newport, Rhode Island; Boston, Masssachusetts;Providence, Rhode Island;Hudson River;George Washington; 1732-1799;Waterman Tavern ;Plainfield, Connecticut;Windham, Connecticut;Bolton, Connecticut;Hartford, Connecticut ;Farmington, Connecticut;Waterbury, Connecticut;Breakneck Hill, Connecticut;Newtown, Connecticut ;Ridgebury, Connecticut; Bedford, New York;North Castle, New York;George Washington; 1732-1799;Hartford, Connecticut ;Hudson River;Peekskill, New York;Fort Washington ;Kingsbridge, New York; New York ;Harlem River;Benjamin Lincoln; 1733-1810;Peekskill, New York;Kingsbridge, New York;Fort Washington ;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Oliver De Lancey; 1718-1785;Morisiana, New York;Elisha Sheldon; 1740-1805;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;North Castle, New York;Benjamin Lincoln; 1733-1810;Kingsbridge, New York;Fort Washington ;George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Oliver De Lancey; 1718-1785;Morisiana, New York;Benjamin Lincoln; 1733-1810;George Washington; 1732-1799;Phillipsburg, New York;North Castle, New York;Tarrytown, New York;Dobbs Ferry, New York;Hudson River;Tarrytown, New York;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Kingsbridge, New York; New York ;Harlem River;Kingsbridge, New York;Morisiana, New York;Horseneck, Connecticut;Long Island Sound;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Morisiana, New York;George Washington; 1732-1799;Harlem River;Jacques Anne Joseph Le Prestre, marquis de Vauban; 1754-1816;Charles César de Damas d&#39;Antigny; 1758-1829;Ludwig von Closen-Haydenburg; 1752-1830;Louis-François-Bertrand du Point d&#39;Aubevoye de Lauberdière; 1759-1837;Louis-Alexandre Berthier; 1753-1815;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d&#39;Antigny; 1758-1829;Kingsbridge, New York;Phillipsburg, New York;François Jean de Beauvoir, marquis de Chastellux; 1734-1788;Christian, marquis de Deux-Ponts; 1752-1817;Armand-Charles-Augustin de La Croix, comte de Charlus; 1756-1842;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Christian, marquis de Deux-Ponts; 1752-1817;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;François Joseph Paul de Grasse; 1722-1788; New York ;Henry Clinton; 1730-1795;The Carolinas;Virginia; Williamsburg, Virginia;Gilbert du Motier, marquis de Lafayette; 1757-1834;Nathanael Greene; 1742-1786;Augusta, Georgia;Ninety Six, South Carolina;Camden, South Carolina;The Carolinas;Virginia;Thomas Graves; 1725-1802;Jacques-Melchior de Barras de Saint-Laurent; 1720-1792;Newport, Rhode Island;François Joseph Paul de Grasse; 1722-1788;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Claude-Gabriel, marquis de Choisy; 1723-1800;Hudson River;Kingsbridge, New York;New Rochelle, New York;Highlight","Philipsburg Encampment, New York, USA","41.01962571","-73.81775303","","161","","","French","","","https://fromthepage.com/image-service/32547634/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030130/manifest",/items/32030130.html
"Brouillon lettre B de V au duc du Chatelet","Charles-Antoine Du Houx, Baron de Vioménil ","1781-05-12","","Newport, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Louis-Marie-Florent, duc Du Châtelet; 1727-1793;Aglé Andreault de Langeron; 1759-1827;Louis XVI; 1754-1793;Charles Henri d&#39;Estaing; 1729-1794;Cadiz, Spain;Gibraltar;Pensacola, Florida;Charles Henri d&#39;Estaing; 1729-1794;Brest, France;François Joseph Paul de Grasse; 1722-1788;English Channel; New York ;Charles Gravier de Vergennes; 1719-1787;George Washington; 1732-1799;Hudson River; New York ;Henry Clinton; 1730-1795;Virginia;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; New York ;Henry Clinton; 1730-1795;François Joseph Paul de Grasse; 1722-1788; New York ;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Virginia;Gilbert du Motier, marquis de Lafayette; 1757-1834;Nathanael Greene; 1742-1786;The Carolinas;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Diane-Adélaïde de Rochechouart, duchesse du Châtelet; 1723-1794;Diane-Adélaïde de Damas d&#39;Antigny, comtess de Simiane; 1761-1835;Highlight","Newport, Rhode Island, USA","41.49043973","-71.31161922","","162","","","French","","","https://fromthepage.com/image-service/32547648/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030132/manifest",/items/32030132.html
"Brouillon lettre B de V au duc du Chatelet","Charles-Antoine Du Houx, Baron de Vioménil ","1781-03-01","","Newport, Rhode Island;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles René Dominique Sochet Destouches; 1727-1793;Chesapeake Bay;James River;Gilbert du Motier, marquis de Lafayette; 1757-1834;Friedrich Wilhelm von Steuben; 1730-1794;Thomas Nelson Jr; 1738-1789;Virginia;Chesapeake Bay;Hampton, Virginia; Gabrielle Marguerite de Bourdon; 1737-1804;Charles César de Damas d&#39;Antigny; 1758-1829;Sébastien Charles Hubert de Gestas, marquis de Lespéroux; 1752-1793; Gabrielle Marguerite de Bourdon; 1737-1804;Marie Marguerite de Wignacourt; 1717-1794;Sébastien Charles Hubert de Gestas, marquis de Lespéroux; 1752-1793;Diane-Adélaïde de Rochechouart, duchesse du Châtelet; 1723-1794;Charles César de Damas d&#39;Antigny; 1758-1829;Paris, France;Versailles, France;Newport, Rhode Island;Highlight","Newport, Rhode Island, USA","41.49043973","-71.31161922","","163","","","French","","","https://fromthepage.com/image-service/32547667/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030134/manifest",/items/32030134.html
"Brouillon lettre B de V au duc de Coigny","Charles-Antoine Du Houx, Baron de Vioménil ","1781-02","","George Rodney; 1718-1792;Mariot Arbuthnot; 1711-1794;Thomas Graves; 1725-1802;Henry Clinton; 1730-1795;Newport, Rhode Island;The Carolinas;Charleston, South Carolina;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Alexander Leslie; 1731-1794;Henry Clinton; 1730-1795;Mariot Arbuthnot; 1711-1794;Benedict Arnold; 1740-1801;Chesapeake Bay;Virginia;James River;Richmond, Virginia;Elizabeth River;Portsmouth, Virginia;Virginia;Charles René Dominique Sochet Destouches; 1727-1793;Virginia;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Anne-Alexandre-Marie de Montmorency-Laval, marquis de Laval; 1747-1817;Louis-Marie de Noailles; 1756-1804;Charles César de Damas d&#39;Antigny; 1758-1829;Dominique Sheldon; 1760-1802;Jean-Fréderic de Chabannes; 1762-1836 ;Charles Malo François de Lameth; 1757-1832;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles César de Damas d&#39;Antigny; 1758-1829;Charles René Dominique Sochet Destouches; 1727-1793;Charles de Bernard de Marigny; 1740-1816;Paris, France;Versailles, France;Newport, Rhode Island;Highlight","","","","","164","","","French","","","https://fromthepage.com/image-service/32547677/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030135/manifest",/items/32030135.html
"Brouillon lettre B de V au prince de Montbarrey","Charles-Antoine Du Houx, Baron de Vioménil ","1780-10-22","","Newport, Rhode Island;Donatien-Marie-Joseph de Vimeur de Rochambeau; 1755-1813;Newport, Rhode Island;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Lebanon, Connecticut;George Rodney; 1718-1792; New York ;Jamaica;Mariot Arbuthnot; 1711-1794;Thomas Graves; 1725-1802;Long Island, New York;Henry Clinton; 1730-1795; New York ;Virginia;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;The Carolinas;Nathanael Greene; 1742-1786;Patrick Ferguson; 1744-1780;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Charleston, South Carolina;Rhode Island;Connecticut;Long Island Sound; Boston, Masssachusetts;Philadelphia, Pennsylvania;George Washington; 1732-1799;Hudson River;West Point, New York;New Windsor, New York;Jamaica; New York ;Charleston, South Carolina; New York ;George Washington; 1732-1799;Long Island, New York;Staten Island, New York;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;George Washington; 1732-1799; New York ;The Carolinas;Virginia;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;Alexander Leslie; 1731-1794;Charles-Henri-Louis d&#39;Arsac de Ternay; 1723-1780;Charles René Dominique Sochet Destouches; 1727-1793;Highlight","Newport, Rhode Island, USA","41.49043973","-71.31161922","","165","","","French","","","https://fromthepage.com/image-service/32547691/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030137/manifest",/items/32030137.html
"Copie 2 lettres Washington à Ternay","George Washington","1780-09-14","","George Washington; 1732-1799;Charles-Henri-Louis d&#39;Arsac de Ternay; 1723-1780;Mariot Arbuthnot; 1711-1794;George Washington; 1732-1799;Charles-Henri-Louis d&#39;Arsac de Ternay; 1723-1780;Freehold, New Jersey;George Rodney; 1718-1792;Sandy Hook, New Jersey;The West Indies; New York ;South Carolina;Highlight","Bergen County and Freehold","40.26046912","-74.27416972","","24","","","French","","","https://fromthepage.com/image-service/32541308/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029331/manifest",/items/32029331.html
"11 pièces sur fournitures denrées diverses au B de V Lettre des habitants de Boston à Vioménil","Inhabitants of Boston ","","","Antoine Charles du Houx, baron de Vioménil; 1734-1827; Boston, Masssachusetts;Faneuil Hall; Boston, Masssachusetts;Louis XVI; 1754-1793; Boston, Masssachusetts;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Boston, Massachussets, USA","42.36027241","-71.05680734","","75a","","","French","","","https://fromthepage.com/image-service/32567493/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030667/manifest",/items/32030667.html
"Réponse du B de V au x habitants de Boston","Charles-Antoine Du Houx, Baron de Vioménil ","","","Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Louis XVI; 1754-1793;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;George Washington; 1732-1799;Louis XVI; 1754-1793; Boston, Masssachusetts;Highlight","Boston, Massachussets, USA","42.36027241","-71.05680734","","76a","","","French","","","https://fromthepage.com/image-service/32567496/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32030668/manifest",/items/32030668.html
"Lettre Rochambeau à B de V ","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-05-22","","Wethersfield, Connecticut;François Louis Arthur Thibaut de Ménonville; 1740-1816;Charles René Dominique Sochet Destouches; 1727-1793;François Louis Arthur Thibaut de Ménonville; 1740-1816;John Laurens; 1752-1782;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Charles René Dominique Sochet Destouches; 1727-1793;Guillaume-Jacques-Constant de Liberge de Granchain; 1744-1805;The West Indies;St Kitts;Highlight","Wethersfield, Connecticut, USA","41.7055914","-72.66338269","","79","","","French","","","https://fromthepage.com/image-service/32541522/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029411/manifest",/items/32029411.html
"Lettre Rochambeau","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-08-31","","Philadelphia, Pennsylvania;George Washington; 1732-1799; Trenton, New Jersey;Princeton, New Jersey; Trenton, New Jersey;George Washington; 1732-1799; Trenton, New Jersey;Red Lion Tavern ;Schuylkill River;Philadelphia, Pennsylvania; Trenton, New Jersey;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;John Nielson; 1745-1833; Trenton, New Jersey;George Washington; 1732-1799; Trenton, New Jersey;Antoine Charles du Houx, baron de Vioménil; 1734-1827; Trenton, New Jersey;Highlight","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","93","","","French","","","https://fromthepage.com/image-service/32541555/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029418/manifest",/items/32029418.html
"Lettre Rochambeau chez Washington + Itinéraire","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-09-11","","George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799; Baltimore, Maryland;George Washington; 1732-1799; Baltimore, Maryland;Benjamin Lincoln; 1733-1810; Baltimore, Maryland;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807; Baltimore, Maryland;Potomac River; Williamsburg, Virginia; Baltimore, Maryland; Elkridge Landing, Maryland; Bladensburg, Maryland;Georgetown;Potomac River;Fredericksburg, Virginia ; Caroline County Court House, Virginia;Newcastle, Virginia; Williamsburg, Virginia;Rapahannock River;Fredericksburg, Virginia ;Falmouth, Virginia; Williamsburg, Virginia;Highlight","Mount Vernon, Virgnia, USA","38.70849081","-77.08820093","","94","","","French","","","https://fromthepage.com/image-service/32541559/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029419/manifest",/items/32029419.html
"Lettre Rochambeau (Taverne la Rose)","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-09-10","","Rose&#39;s Tavern;Adam Philippe, Comte de Custine; 1740-1793;Gilbert du Motier, marquis de Lafayette; 1757-1834;François Joseph Paul de Grasse; 1722-1788; Baltimore, Maryland;George Washington; 1732-1799; Elkridge Landing, Maryland;Head of Elk, Maryland ;François Joseph Paul de Grasse; 1722-1788; New York ;George Washington; 1732-1799;Gilbert du Motier, marquis de Lafayette; 1757-1834;Charles Cornwallis, 1st Marquess Cornwallis; 1738-1805;George Washington; 1732-1799;Armand-Louis Gontaut, duc de Lauzun; 1747-1793; Baltimore, Maryland;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Rose&#39;s Tavern","39.0993545333264","-76.8488938432279","","95","","","French","","","https://fromthepage.com/image-service/32541563/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029420/manifest",/items/32029420.html
"Lettre Rochambeau (Camp de Williamsbourg)","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-09-15","","Williamsburg, Virginia;Hans Axel von Fersen; 1755-1810; Annapolis, Maryland;François Joseph Paul de Grasse; 1722-1788;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Williamsburg, Virgnia, USA","37.27045035","-76.70291159","","96","","","French","","","https://fromthepage.com/image-service/32541566/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029421/manifest",/items/32029421.html
"Lettre Rochambeau (Camp de Williamsbourg) Instructions Rochambeau (Tête de l&#39;Elk)","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-09-08","","Antoine Charles du Houx, baron de Vioménil; 1734-1827;Head of Elk, Maryland ;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Susquehanna River;Guillaume-Mathieu, comte de Dumas; 1753-1837;George Washington; 1732-1799; Baltimore, Maryland;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Antoine Charles du Houx, baron de Vioménil; 1734-1827; Baltimore, Maryland;George Washington; 1732-1799; Baltimore, Maryland;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;Pierre-François de Béville;Armand-Louis Gontaut, duc de Lauzun; 1747-1793;George Washington; 1732-1799;Philadelphia, Pennsylvania;George Washington; 1732-1799;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Antoine Charles du Houx, baron de Vioménil; 1734-1827;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Williamsburg, Virginia, USA","37.27045035","-76.70291159","","97","","","French","","","https://fromthepage.com/image-service/32541567/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029423/manifest",/items/32029423.html
"Lettre Rochambeau (Philadelphie) ","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-08-31","","Philadelphia, Pennsylvania;George Washington; 1732-1799;Princeton, New Jersey; Trenton, New Jersey;John Nielson; 1745-1833; Trenton, New Jersey;Red Lion Tavern ;Schuylkill River; Trenton, New Jersey;Neshaminy Creek; philadelphie ;Samuel Hood; 1724-1816;Sandy Hook, New Jersey;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","Philadelphia, Pennsylvania, USA","39.95446916","-75.1792211","","98","","","French","","","https://fromthepage.com/image-service/32541570/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029424/manifest",/items/32029424.html
"Lettre Rochambeau (Camp King&#39;s Ferry) ","Jean-Baptiste Vimeur, Comte de Rochambeau","1781-08-25","","King’s Ferry, New York ;François Joseph Paul de Grasse; 1722-1788;Chesapeake Bay;Christian, marquis de Deux-Ponts; 1752-1817;Jean-Baptiste Donatien de Vimeur de Rochambeau; 1725-1807;Highlight","King&#39;s Ferry, New York, USA","41.24352447","-73.98620363","","99","","","French","","","https://fromthepage.com/image-service/32541572/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029425/manifest",/items/32029425.html
"Lettre de Galvan (Capitaine au service Etats Unis) - 1780/11/01","","1780-11-01","","","","","","","2","","","French","","","https://fromthepage.com/image-service/32522052/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029175/manifest",/items/32029175.html
"Brouillon lettre au prince de Montbarrey - Envoi CR inspection - 1780/09/01","","1780-09-01","","","","","","","3","","","French","","","https://fromthepage.com/image-service/32522054/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029176/manifest",/items/32029176.html
"Brouillon lettre au prince de Montbarrey - Envoi CR inspection - 1780/10/09","","1780-10-09","","","","","","","4","","","French","","","https://fromthepage.com/image-service/32522058/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029178/manifest",/items/32029178.html
"Instruction pour le service de l&#39;armée pendant son quartier d&#39;hiver à Newport - 1780/10/29","","1780-10-29","","","","","","","14","","","French","","","https://fromthepage.com/image-service/32522061/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029179/manifest",/items/32029179.html
"Copy Montbarrey on the embarkment of the troops","Alexandre Marie Eleonor of Saint-Mauris, count of Montbarrey, then prince of Montbarrey","1779-12-21","","","Versailles, Versailles, France","48.80759347","2.100656424","","13","","","French","","","https://fromthepage.com/image-service/32522065/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029180/manifest",/items/32029180.html
"Rapport préliminaire des états compte des agents de M. Holker Consul de France et agent de la Marine - 1780/10/29","","1780-10-29","","","","","","","15","","","French","","","https://fromthepage.com/image-service/32532524/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029282/manifest",/items/32029282.html
"Observations à mettre sous les yeux de M.le B. de V. (Spéculations sur dollar) - N.D.","","","","","","","","","18","","","French","","","https://fromthepage.com/image-service/32532537/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029286/manifest",/items/32029286.html
"Objets à traiter avec M. Holker (memorandum B de V) - N.D.","","","","","","","","","19","","","French","","","https://fromthepage.com/image-service/32532547/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029289/manifest",/items/32029289.html
"CR réunion La Luzerne, Corny, Holker - 1780/03/30","","1780-03-30","","","","","","","20","","","French","","","https://fromthepage.com/image-service/32541295/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029326/manifest",/items/32029326.html
"Lettre non signée donnant renseignements sur situations forces anglaises - 1780/09/18","","1780-09-18","","","","","","","23 - Copy 1","","","French","","","https://fromthepage.com/image-service/32541298/full/pct:10/0/default.jpg","https://fromthepage.com/iiif/32029327/manifest",/items/32029327.html
